 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 5.00000000e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 5.00000000e-01 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01 0.00000000e+00 0.00000000e+00 5.00000000e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
